"time_period","time_identifier","geographic_level","country_name","country_code","age_youth_adult","age_summary","ssa_tier_1","learner_home_depriv","apps_level","apps_level_detailed","participation","starts","achievements"
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Two,Higher Apprenticeship,Level 7,z,10,low
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Three,Higher Apprenticeship,Level 7,z,10,low
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Four,Higher Apprenticeship,Level 7,z,10,low
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Five (least deprived),Higher Apprenticeship,Level 7,z,10,low
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Total,Total,Total,z,11280,5040
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",One (most deprived),Total,Total,z,3010,1250
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Two,Total,Total,z,2690,1160
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Three,Total,Total,z,2170,940
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Four,Total,Total,z,1800,820
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Five (least deprived),Total,Total,z,1460,790
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Unknown,Total,Total,z,160,80
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Total,Intermediate Apprenticeship,Total,z,4840,2460
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",One (most deprived),Intermediate Apprenticeship,Total,z,1390,650
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Two,Intermediate Apprenticeship,Total,z,1110,530
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Three,Intermediate Apprenticeship,Total,z,900,430
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Four,Intermediate Apprenticeship,Total,z,760,390
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Five (least deprived),Intermediate Apprenticeship,Total,z,630,420
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Unknown,Intermediate Apprenticeship,Total,z,50,30
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Total,Intermediate Apprenticeship,Level 2,z,4840,2460
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",One (most deprived),Intermediate Apprenticeship,Level 2,z,1390,650
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Two,Intermediate Apprenticeship,Level 2,z,1110,530
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Three,Intermediate Apprenticeship,Level 2,z,900,430
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Four,Intermediate Apprenticeship,Level 2,z,760,390
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Five (least deprived),Intermediate Apprenticeship,Level 2,z,630,420
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Unknown,Intermediate Apprenticeship,Level 2,z,50,30
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Total,Advanced Apprenticeship,Total,z,4380,1830
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",One (most deprived),Advanced Apprenticeship,Total,z,1220,450
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Two,Advanced Apprenticeship,Total,z,1050,430
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Three,Advanced Apprenticeship,Total,z,830,370
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Four,Advanced Apprenticeship,Total,z,670,300
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Five (least deprived),Advanced Apprenticeship,Total,z,520,250
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Unknown,Advanced Apprenticeship,Total,z,90,40
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Total,Advanced Apprenticeship,Level 3,z,4380,1830
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",One (most deprived),Advanced Apprenticeship,Level 3,z,1220,450
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Two,Advanced Apprenticeship,Level 3,z,1050,430
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Three,Advanced Apprenticeship,Level 3,z,830,370
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Four,Advanced Apprenticeship,Level 3,z,670,300
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Five (least deprived),Advanced Apprenticeship,Level 3,z,520,250
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Unknown,Advanced Apprenticeship,Level 3,z,90,40
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Total,Higher Apprenticeship,Total,z,2070,740
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",One (most deprived),Higher Apprenticeship,Total,z,400,150
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Two,Higher Apprenticeship,Total,z,520,190
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Three,Higher Apprenticeship,Total,z,440,140
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Four,Higher Apprenticeship,Total,z,370,130
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Five (least deprived),Higher Apprenticeship,Total,z,310,130
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Unknown,Higher Apprenticeship,Total,z,20,10
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Total,Higher Apprenticeship,Level 4,z,1900,720
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",One (most deprived),Higher Apprenticeship,Level 4,z,380,150
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Two,Higher Apprenticeship,Level 4,z,490,180
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Three,Higher Apprenticeship,Level 4,z,400,140
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Four,Higher Apprenticeship,Level 4,z,340,130
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Five (least deprived),Higher Apprenticeship,Level 4,z,280,120
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Unknown,Higher Apprenticeship,Level 4,z,20,10
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Total,Higher Apprenticeship,Level 5,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Four,Higher Apprenticeship,Level 5,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Total,Higher Apprenticeship,Level 6,z,170,30
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",One (most deprived),Higher Apprenticeship,Level 6,z,20,low
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Two,Higher Apprenticeship,Level 6,z,40,10
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Three,Higher Apprenticeship,Level 6,z,30,low
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Four,Higher Apprenticeship,Level 6,z,30,low
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Five (least deprived),Higher Apprenticeship,Level 6,z,40,10
202324,Academic year,National,England,E92000001,19+,25+,"Retail and Commercial Enterprise",Unknown,Higher Apprenticeship,Level 6,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Total,Total,Total,z,270,90
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",One (most deprived),Total,Total,z,40,10
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Two,Total,Total,z,60,20
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Three,Total,Total,z,70,20
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Four,Total,Total,z,60,30
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Five (least deprived),Total,Total,z,50,10
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Unknown,Total,Total,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Total,Higher Apprenticeship,Total,z,270,90
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",One (most deprived),Higher Apprenticeship,Total,z,40,10
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Two,Higher Apprenticeship,Total,z,60,20
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Three,Higher Apprenticeship,Total,z,70,20
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Four,Higher Apprenticeship,Total,z,60,30
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Five (least deprived),Higher Apprenticeship,Total,z,50,10
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Unknown,Higher Apprenticeship,Total,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Total,Higher Apprenticeship,Level 5,z,10,10
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",One (most deprived),Higher Apprenticeship,Level 5,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Two,Higher Apprenticeship,Level 5,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Three,Higher Apprenticeship,Level 5,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Four,Higher Apprenticeship,Level 5,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Five (least deprived),Higher Apprenticeship,Level 5,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Total,Higher Apprenticeship,Level 6,z,130,30
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",One (most deprived),Higher Apprenticeship,Level 6,z,30,low
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Two,Higher Apprenticeship,Level 6,z,30,10
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Three,Higher Apprenticeship,Level 6,z,30,10
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Four,Higher Apprenticeship,Level 6,z,20,10
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Five (least deprived),Higher Apprenticeship,Level 6,z,30,low
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Unknown,Higher Apprenticeship,Level 6,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Total,Higher Apprenticeship,Level 7,z,130,50
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",One (most deprived),Higher Apprenticeship,Level 7,z,10,low
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Two,Higher Apprenticeship,Level 7,z,30,10
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Three,Higher Apprenticeship,Level 7,z,40,10
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Four,Higher Apprenticeship,Level 7,z,30,20
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Five (least deprived),Higher Apprenticeship,Level 7,z,30,10
202324,Academic year,National,England,E92000001,19+,25+,"Science and Mathematics",Unknown,Higher Apprenticeship,Level 7,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"Social Sciences",Total,Total,Total,z,90,80
202324,Academic year,National,England,E92000001,19+,25+,"Social Sciences",One (most deprived),Total,Total,z,10,20
202324,Academic year,National,England,E92000001,19+,25+,"Social Sciences",Two,Total,Total,z,20,20
202324,Academic year,National,England,E92000001,19+,25+,"Social Sciences",Three,Total,Total,z,30,20
202324,Academic year,National,England,E92000001,19+,25+,"Social Sciences",Four,Total,Total,z,20,20
202324,Academic year,National,England,E92000001,19+,25+,"Social Sciences",Five (least deprived),Total,Total,z,10,10
202324,Academic year,National,England,E92000001,19+,25+,"Social Sciences",Unknown,Total,Total,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"Social Sciences",Total,Higher Apprenticeship,Total,z,90,80
202324,Academic year,National,England,E92000001,19+,25+,"Social Sciences",One (most deprived),Higher Apprenticeship,Total,z,10,20
